1640875021;128;50;13;0;1208;952;840;840
1640875021;128;1000;25;1;24032;18752;22456;12776
1640875021;128;2000;26;1;48032;37472;39680;18816
1640875021;128;3000;29;1;72032;56208;60952;25944
1640875021;128;4000;29;1;96032;74704;73840;30240
1640875021;128;5000;30;1;120032;93408;90344;35816
1640875021;128;6000;31;2;144032;112240;117416;46424
1640875021;128;7000;32;2;168032;131040;133672;52664
1640875021;128;8000;34;2;192032;149712;149784;60568
1640875021;128;9000;34;2;216032;168144;169832;71944
1640875021;128;10000;34;2;240032;186832;190640;81712
1640875021;128;11000;34;2;264032;205600;215440;98752
1640875021;128;12000;34;2;288032;224240;235392;118368
1640875021;128;13000;35;2;312032;242624;256008;131240
1640875021;128;14000;35;2;336032;260880;280584;149736
1640875021;128;15000;35;2;360032;279440;311296;181040
1640875021;128;16000;36;2;384008;297944;337616;216192
1640875021;128;17000;37;2;408008;316504;360336;239216
1640875021;128;18000;37;2;431984;335232;393856;285040
1640875021;128;19000;37;2;455984;353936;420784;313568
1640875021;128;20000;37;2;479984;372768;446488;330888
1640875021;128;21000;37;2;503984;391632;474760;359976
1640875021;128;22000;37;2;527984;410400;500600;392648
1640875021;128;23000;37;3;551984;429088;532864;422880
1640875021;128;24000;37;3;575984;447584;563640;446472
1640875021;128;25000;37;3;599984;466640;588360;465400
1640875021;128;26000;37;3;623960;485672;617768;482184
1640875021;128;27000;37;3;647960;504536;644776;497384
1640875021;128;28000;37;3;671960;523464;669816;515112
1640875021;128;29000;37;3;695960;542008;694032;529120
1640875021;128;30000;37;3;719960;560760;720848;545744
1640875021;128;31000;37;3;743960;579192;742976;560096
1640875021;128;32000;37;3;767936;598096;766040;571928
1640875021;128;33000;37;3;791936;616592;791848;585496
1640875021;128;34000;37;3;815936;635472;819072;606032
1640875021;128;35000;37;3;839912;654328;838688;617664
1640875021;128;36000;37;3;863912;672856;858480;631552
1640875021;128;37000;38;3;887912;691240;881512;642888
1640875021;128;38000;38;3;911888;709616;907848;655400
1640875021;128;39000;38;3;935864;728184;933600;667680
1640875021;128;40000;38;3;959864;746856;953448;677096
1640875021;128;41000;38;3;983840;765744;973080;690760
1640875021;128;42000;38;3;1007816;784376;996952;703976
1640875021;128;43000;38;3;1031816;803224;1022296;717496
1640875021;128;44000;38;3;1055792;821632;1042632;727448
1640875021;128;45000;38;3;1079768;840456;1066832;739840
1640875021;128;46000;38;3;1103768;859288;1083920;748000
1640875021;128;47000;38;3;1127768;877736;1105136;757536
1640875021;128;48000;38;3;1151768;896312;1128192;767424
1640875021;128;49000;38;3;1175768;914808;1144816;774944
1640875021;128;50000;38;3;1199768;933576;1165888;785808
1640875021;128;51000;38;3;1223768;952184;1188752;799504
1640875021;128;52000;38;3;1247744;970240;1209288;808328
1640875021;128;53000;38;3;1271720;988936;1226080;817504
1640875021;128;54000;38;3;1295720;1007736;1243080;825224
1640875021;128;55000;39;3;1319696;1026496;1274744;837832
1640875021;128;56000;39;3;1343672;1045128;1296560;851216
1640875021;128;57000;39;3;1367672;1063672;1316408;859064
1640875021;128;58000;39;3;1391648;1082064;1334672;868992
1640875021;128;59000;40;3;1415600;1100816;1359176;880776
1640875021;128;60000;40;3;1439600;1119856;1377688;888216
1640875021;128;61000;40;3;1463576;1137864;1396704;898320
1640875021;128;62000;40;3;1487576;1157112;1412400;904672
1640875021;128;63000;40;3;1511576;1175992;1432728;916424
1640875021;128;64000;40;3;1535552;1194992;1448392;925672
1640875021;128;65000;40;3;1559552;1213776;1465672;936872
1640875021;128;66000;40;3;1583552;1232064;1486928;945488
1640875021;128;67000;40;3;1607528;1250552;1505440;952928
1640875021;128;68000;40;4;1631504;1268960;1523656;964328
1640875021;128;69000;40;4;1655504;1287744;1541976;972952
1640875021;128;70000;40;4;1679504;1306576;1559824;980208
1640875021;128;71000;40;4;1703480;1325352;1581584;989792
1640875021;128;72000;40;4;1727456;1343904;1605112;1000840
1640875021;128;73000;40;4;1751456;1362512;1619560;1006888
1640875021;128;74000;40;4;1775432;1381128;1645304;1019048
1640875021;128;75000;40;4;1799408;1399472;1663688;1026408
1640875021;128;76000;40;4;1823408;1417920;1686032;1037136
1640875021;128;77000;40;4;1847384;1437064;1704400;1045776
1640875021;128;78000;40;4;1871360;1456128;1719680;1052176
1640875021;128;79000;40;4;1895360;1474704;1739248;1066224
1640875021;128;80000;40;4;1919336;1493352;1759456;1076464
1640875021;128;81000;40;4;1943336;1512392;1779232;1085536
1640875021;128;82000;40;4;1967336;1531096;1801672;1094696
1640875021;128;83000;40;4;1991336;1549704;1819192;1101768
1640875021;128;84000;40;4;2015336;1568456;1836888;1108824
1640875021;128;85000;40;4;2039336;1587176;1855632;1119936
1640875021;128;86000;41;4;2063336;1605672;1875008;1132208
